ID	FN	Date	FollowHours	DOB	Begger.id	ExactAge	AgeClass	Sex	Mother	Target	Time	FoodItem	RelationtoB	Complexity	Success	Site
206	1766	04/02/2017	10.57	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	15:22	MADU_IN	mother	4	no	wild
207	2011	30/06/2017	11.33	01/04/2012	Cinnamon	5.2	5	female	Cissy	Cissy	12:06	MADU_KERINGAT_IN	mother	4		wild
208	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	14:25	MADU_KERINGAT_IN	mother	4		wild
209	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	14:30	MADU_KERINGAT_IN	mother	4	yes	wild
210	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	14:29	MADU_KERINGAT_IN	mother	4	yes	wild
211	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	14:32	MADU_KERINGAT_IN	mother	4	yes	wild
212	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	14:34	MADU_KERINGAT_IN	mother	4	yes	wild
213	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:48	MDGB_FR	mother	1	yes	wild
214	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:17	MDGB_FR	mother	1	yes	wild
215	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:25	MDGB_FR	mother	1	no	wild
216	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	11:59	MDGB_FR	mother	1	no	wild
217	1221	04/02/2014	11.97	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:01	MDGB_FR	mother	1	no	wild
218	2017	02/07/2017	0.80	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	17:19	MDGB_FR	mother	1	no	wild
219	2029	08/07/2017	12.43	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	17:56	MDGB_FR	mother	1		wild
220	2104	03/09/2017	11.90	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	15:32	MDGB_FR	mother	1		wild
221	1215	01/02/2014	11.72	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	08:17	MDGBR_FR	mother	1		wild
222	1215	01/02/2014	11.72	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	17:26	MDGBR_FR	mother	1	no	wild
223	2029	08/07/2017	12.43	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	17:56	MDGBR_FR	mother	1		wild
224	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	15:05	MDGH_FR	mother	3	yes	wild
225	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	15:05	MDGH_FR	mother	3	yes	wild
226	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	15:23	MDGH_FR	mother	3	no	wild
227	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	15:27	MDGH_FR	mother	3	no	wild
228	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	12:56	MDGH_FR	mother	3		wild
229	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	13:00	MDGH_FR	mother	3	no	wild
230	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	13:50	MDGH_FR	mother	3	yes	wild
231	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	13:54	MDGH_FR	mother	3	yes	wild
232	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	13:53	MDGH_FR	mother	3	no	wild
233	2021	04/07/2017	12.47	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	14:09	MDGH_FR	mother	3		wild
234	2025	06/07/2017	11.90	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	10:37	MDGH_FR	mother	3		wild
235	1682	15/11/2016	9.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:10	MDGK_FR	mother	4	no	wild
236	1682	15/11/2016	9.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:19	MDGK_FR	mother	4	no	wild
237	1682	15/11/2016	9.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:33	MDGK_FR	mother	4	yes	wild
238	991	03/06/2013	5.80	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	12:34	MLK_FR	mother	2.35	yes	wild
239	1029	19/06/2013	11.25	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:52	MLK_FR	mother	2.35	yes	wild
240	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	17:39	MLK_FR	mother	2.35		wild
241	1067	19/07/2013	11.23	01/07/2010	Lois	3.1	3	male	Lisa	Lisa	15:54	MLK_FR	mother	2.35	no	wild
242	1981	12/06/2017	12.73	01/08/2012	Frankie	4.9	5	male	Friska	Friska	13:04	MLK_FR	mother	2.35		wild
243	1981	12/06/2017	12.73	01/08/2012	Frankie	4.9	5	male	Friska	Friska	13:04	MLK_FR	mother	2.35		wild
244	1981	12/06/2017	12.73	01/08/2012	Frankie	4.9	5	male	Friska	Friska	13:05	MLK_FR	mother	2.35		wild
245	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	11:45	MLK_FR	mother	2.35	yes	wild
246	742	10/02/2011	10.92	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	11:08	MLK_FR	mother	2.35		wild
247	993	04/06/2013	10.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	06:29	MLK_FR	mother	2.35	no	wild
248	1018	14/06/2013	11.57	01/08/2012	Frankie	0.9	1	male	Friska	Friska	17:20	MLK_FR	mother	2.35		wild
249	1029	19/06/2013	11.25	01/08/2012	Frankie	0.9	1	male	Friska	Friska	16:47	MLK_FR	mother	2.35	yes	wild
250	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	09:04	MLK_FR	mother	2.35	no	wild
251	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	10:25	MLK_FR	mother	2.35	yes	wild
252	739	09/02/2011	11.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	08:59	MLK_FR	mother	2.35	yes	wild
253	739	09/02/2011	11.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	09:01	MLK_FR	mother	2.35	yes	wild
254	739	09/02/2011	11.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	09:06	MLK_FR	mother	2.35		wild
255	747	12/02/2011	11.20	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	11:40	MLK_FR	mother	2.35	no	wild
256	747	12/02/2011	11.20	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	12:03	MLK_FR	mother	2.35		wild
257	1008	12/06/2013	8.87	01/08/2012	Frankie	0.9	1	male	Friska	Friska	15:44	MLK_FR	mother	2.35	yes	wild
258	1020	15/06/2013	10.47	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:01	MLK_FR	mother	2.35	no	wild
259	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	06:56	MLK_FR	mother	2.35		wild
260	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	10:38	MLK_FR	mother	2.35	yes	wild
261	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:50	MLK_FR	mother	2.35	no	wild
262	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:11	MLK_FR	mother	2.35	yes	wild
263	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:13	MLK_FR	mother	2.35	yes	wild
264	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:14	MLK_FR	mother	2.35	no	wild
265	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:14	MLK_FR	mother	2.35		wild
266	1208	28/01/2014	12.55	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:06	MLK_FR	mother	2.35	no	wild
267	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	16:43	MLK_FR	mother	2.35	yes	wild
268	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:54	MLK_FR	mother	2.35	yes	wild
269	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:09	MLK_FR	mother	2.35	no	wild
270	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:11	MLK_FR	mother	2.35	yes	wild
271	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:36	MLK_FR	mother	2.35	yes	wild
272	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	13:16	MLK_FR	mother	2.35	yes	wild
273	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	13:27	MLK_FR	mother	2.35	yes	wild
274	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	18:13	MLK_FR	mother	2.35		wild
275	1221	04/02/2014	11.97	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:50	MLK_FR	mother	2.35	yes	wild
276	1283	12/03/2014	12.18	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	12:19	MLK_FR	mother	2.35	yes	wild
277	1294	21/03/2014	5.40	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	09:07	MLK_FR	mother	2.35	no	wild
278	1324	10/04/2014	10.80	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	10:02	MLK_FR	mother	2.35	no	wild
279	1348	24/05/2014	10.15	01/04/2013	Rendang	1.1	1	male	Raffi	Raffi	13:26	MLK_FR	mother	2.35	yes	wild
280	1377	22/09/2014	10.77	01/08/2012	Frankie	2.1	2	male	Friska	Friska	08:08	MLK_FR	mother	2.35	yes	wild
281	1432	06/02/2015	11.47	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:52	MLK_FR	mother	2.35	no	wild
282	1492	28/03/2015	12.03	01/11/2014	Eden	0.4	0.5	female	Ellie	Ellie	08:59	MLK_FR	mother	2.35	no	wild
283	1793	11/02/2017	12.63	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	15:15	MLK_FR	mother	2.35	yes	wild
284	1884	05/04/2017	12.07	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	10:55	MLK_FR	mother	2.35		wild
285	2015	02/07/2017	11.93	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	09:40	MLK_FR	mother	2.35		wild
286	2101	02/09/2017	7.97	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	12:17	MLK_FR	mother	2.35	no	wild
287	2101	02/09/2017	7.97	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	12:19	MLK_FR	mother	2.35	no	wild
288	2101	02/09/2017	7.97	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	12:17	MLK_FR	mother	2.35	no	wild
289	2101	02/09/2017	7.97	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	12:19	MLK_FR	mother	2.35	no	wild
290	2545	15/12/2018	6.90	01/08/2012	Frankie	6.4	6.5	male	Friska	Friska	11:37	MLK_FR	mother	2.35	yes	wild
291	2545	15/12/2018	6.90	01/08/2012	Frankie	6.4	6.5	male	Friska	Friska	16:02	MLK_FR	mother	2.35	yes	wild
292	1003	09/06/2013	9.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	08:35	MLK_FR	mother	2.35	yes	wild
293	1081	24/08/2013	11.50	01/08/2012	Frankie	1.1	1	male	Friska	Friska	08:44	MLK_FR	mother	2.35	no	wild
294	1081	24/08/2013	11.50	01/08/2012	Frankie	1.1	1	male	Friska	Friska	08:47	MLK_FR	mother	2.35	no	wild
295	1434	07/02/2015	10.82	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	12:30	MLK_FR	mother	2.35		wild
296	2291	11/03/2018	11.42	01/08/2012	Frankie	5.6	5.5	male	Friska	Friska	17:03	MLK_FR	mother	2.35	no	wild
297	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:13	MNGH_FR	mother	3		wild
298	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:30	MNGH_FR	mother	3	yes	wild
299	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:45	MNGH_FR	mother	3		wild
300	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:50	MNGH_FR	mother	3	no	wild
301	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:04	MNGH_FR	mother	3	yes	wild
302	1144	26/10/2013	11.33	01/07/2010	Lois	3.3	3.5	male	Lisa	Lisa	10:32	MNGH_FR	mother	3	no	wild
303	1424	02/02/2015	7.92	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	11:18	MNGH_FR	mother	3	no	wild
304	1426	03/02/2015	11.75	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:12	MNGH_FR	mother	3	no	wild
305	1428	04/02/2015	12.02	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	09:29	MNGH_FR	mother	3	no	wild
306	1428	04/02/2015	12.02	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	09:49	MNGH_FR	mother	3	no	wild
307	1430	05/02/2015	10.87	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	12:26	MNGH_FR	mother	3	no	wild
308	1432	06/02/2015	11.47	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:11	MNGH_FR	mother	3		wild
309	1434	07/02/2015	10.82	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:30	MNGH_FR	mother	3	no	wild
310	1436	08/02/2015	10.70	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	15:28	MNGH_FR	mother	3	no	wild
311	1438	09/02/2015	11.33	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	14:44	MNGH_FR	mother	3	no	wild
312	1731	26/01/2017	7.00	01/04/2012	Cinnamon	4.8	5	female	Cissy	Cissy	16:48	MNGH_FR	mother	3	yes	wild
313	1742	29/01/2017	11.47	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	15:26	MNGH_FR	mother	3		wild
314	999	07/06/2013	10.77	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	16:46	PKSKW_VE	mother	4	yes	wild
315	999	07/06/2013	10.77	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	16:54	PKSKW_VE	mother	4	yes	wild
316	1382	13/10/2014	11.40	01/10/2012	Dalia	2.0	2	female	Dodi	Dodi	10:19	PRD_FR	mother	3		wild
317	1382	13/10/2014	11.40	01/10/2012	Dalia	2.0	2	female	Dodi	Dodi	10:26	PRD_FR	mother	3	no	wild
318	1382	13/10/2014	11.40	01/10/2012	Dalia	2.0	2	female	Dodi	Dodi	15:44	PRD_FR	mother	3	yes	wild
319	2478	07/07/2018	10.07	01/04/2012	Cinnamon	6.3	6.5	female	Cissy	Cissy	09:37	PRD_FR	mother	3		wild
320	688	17/01/2011	11.80	01/01/2005	Fredy	6.0	6	male	Friska	Friska	06:54	PWN_FR	mother	2	no	wild
321	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:33	PWN_FR	mother	2	no	wild
322	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:38	PWN_FR	mother	2	yes	wild
323	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:56	PWN_FR	mother	2	yes	wild
324	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:58	PWN_FR	mother	2	no	wild
325	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	13:19	PWN_FR	mother	2	yes	wild
326	1029	19/06/2013	11.25	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:19	PWN_FR	mother	2	yes	wild
327	1029	19/06/2013	11.25	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:20	PWN_FR	mother	2	yes	wild
328	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:12	PWN_FR	mother	2	no	wild
329	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:55	PWN_FR	mother	2	yes	wild
330	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	08:00	PWN_FR	mother	2	no	wild
331	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:07	PWN_FR	mother	2	no	wild
332	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:09	PWN_FR	mother	2	yes	wild
333	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:22	PWN_FR	mother	2	yes	wild
334	1242	29/01/2014	12.13	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:18	PWN_FR	mother	2	no	wild
335	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:52	PWN_FR	mother	2	no	wild
336	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	08:05	PWN_FR	mother	2	no	wild
337	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	18:01	PWN_FR	mother	2	no	wild
338	991	03/06/2013	5.80	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	12:00	RAYAP_IN	mother	3		wild
339	995	05/06/2013	12.22	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	07:35	RAYAP_IN	mother	3	yes	wild
340	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:21	RAYAP_IN	mother	3		wild
341	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	15:09	RAYAP_IN	mother	3	no	wild
342	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	15:59	RAYAP_IN	mother	3	yes	wild
343	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	16:07	RAYAP_IN	mother	3	no	wild
344	1044	30/06/2013	3.92	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	14:39	RAYAP_IN	mother	3	yes	wild
345	1044	30/06/2013	3.92	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	16:02	RAYAP_IN	mother	3	no	wild
346	1063	17/07/2013	11.40	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	16:10	RAYAP_IN	mother	3	yes	wild
347	1063	17/07/2013	11.40	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	16:20	RAYAP_IN	mother	3	yes	wild
348	1063	17/07/2013	11.40	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	16:22	RAYAP_IN	mother	3	yes	wild
349	1076	21/08/2013	11.03	01/08/2012	Frankie	1.1	1	male	Friska	Friska	13:18	RAYAP_IN	mother	3	yes	wild
350	1076	21/08/2013	11.03	01/08/2012	Frankie	1.1	1	male	Friska	Friska	13:20	RAYAP_IN	mother	3	no	wild
351	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	06:39	RAYAP_IN	mother	3		wild
352	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	06:43	RAYAP_IN	mother	3	no	wild
353	1130	12/10/2013	10.93	01/12/2005	Diddy	7.9	8	male	Dodi	Dodi	13:21	RAYAP_IN	mother	3	no	wild
354	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:32	RAYAP_IN	mother	3	no	wild
355	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	11:27	RAYAP_IN	mother	3		wild
356	1277	09/03/2014	11.85	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	11:44	RAYAP_IN	mother	3		wild
357	1290	16/03/2014	11.00	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	15:42	RAYAP_IN	mother	3		wild
358	1369	02/09/2014	12.20	01/04/2012	Cinnamon	2.4	2.5	female	Cissy	Cissy	17:10	RAYAP_IN	mother	3	yes	wild
359	1438	09/02/2015	11.33	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	12:05	RAYAP_IN	mother	3	no	wild
360	1438	09/02/2015	11.33	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	12:06	RAYAP_IN	mother	3	yes	wild
361	1470	07/03/2015	12.55	01/04/2012	Cinnamon	2.9	3	female	Cissy	Cissy	09:21	RAYAP_IN	mother	3	yes	wild
362	1636	13/10/2016	5.97	01/11/2014	Eden	2.0	2	female	Ellie	Ellie	12:35	RAYAP_IN	mother	3	yes	wild
363	1646	27/10/2016	5.90	01/11/2014	Eden	2.0	2	female	Ellie	Ellie	12:35	RAYAP_IN	mother	3	no	wild
364	1646	27/10/2016	5.90	01/11/2014	Eden	2.0	2	female	Ellie	Ellie	12:35	RAYAP_IN	mother	3	yes	wild
365	1673	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	08:53	RAYAP_IN	mother	3	yes	wild
366	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	08:50	RAYAP_IN	mother	3		wild
367	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	10:48	RAYAP_IN	mother	3		wild
368	1688	24/11/2016	11.43	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	16:09	RAYAP_IN	mother	3	no	wild
369	1688	24/11/2016	11.43	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	16:10	RAYAP_IN	mother	3	no	wild
370	1688	24/11/2016	11.43	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	16:20	RAYAP_IN	mother	3	yes	wild
371	1688	24/11/2016	11.43	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	16:22	RAYAP_IN	mother	3	yes	wild
372	1734	27/01/2017	7.27	01/04/2012	Cinnamon	4.8	5	female	Cissy	Cissy	08:30	RAYAP_IN	mother	3	no	wild
373	1738	28/01/2017	11.80	01/11/2014	Eden	2.2	2	female	Ellie	Ellie	08:00	RAYAP_IN	mother	3	no	wild
374	1738	28/01/2017	11.80	01/11/2014	Eden	2.2	2	female	Ellie	Ellie	17:30	RAYAP_IN	mother	3	yes	wild
375	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	11:50	RAYAP_IN	mother	3	no	wild
376	1742	29/01/2017	11.47	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	11:30	RAYAP_IN	mother	3		wild
377	1749	31/01/2017	11.45	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	10:31	RAYAP_IN	mother	3	yes	wild
378	1749	31/01/2017	11.45	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	15:17	RAYAP_IN	mother	3	yes	wild
379	1750	31/01/2017	11.87	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	16:30	RAYAP_IN	mother	3	no	wild
380	1758	02/02/2017	11.53	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	14:26	RAYAP_IN	mother	3		wild
381	1762	03/02/2017	11.92	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	17:44	RAYAP_IN	mother	3	yes	wild
382	1772	06/02/2017	12.63	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	08:05	RAYAP_IN	mother	3		wild
383	1784	09/02/2017	12.17	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	17:46	RAYAP_IN	mother	3	no	wild
384	1793	11/02/2017	12.63	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	10:34	RAYAP_IN	mother	3		wild
385	1796	12/02/2017	12.00	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	14:34	RAYAP_IN	mother	3	yes	wild
386	1810	15/02/2017	12.88	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	08:48	RAYAP_IN	mother	3	yes	wild
387	1828	21/02/2017	10.83	01/04/2012	Cinnamon	4.9	5	female	Cissy	Cissy	11:14	RAYAP_IN	mother	3		wild
388	1839	26/02/2017	10.80	01/04/2012	Cinnamon	4.9	5	female	Cissy	Cissy	09:36	RAYAP_IN	mother	3	yes	wild
389	1855	24/03/2017	12.53	01/11/2014	Eden	2.4	2.5	female	Ellie	Ellie	12:55	RAYAP_IN	mother	3	no	wild
390	1871	30/03/2017	6.13	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	13:13	RAYAP_IN	mother	3	yes	wild
391	1882	03/04/2017	12.30	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	09:13	RAYAP_IN	mother	3	yes	wild
392	1895	11/04/2017	12.07	01/06/2014	Tornado	2.9	3	male	Tiara	Tiara	14:08	RAYAP_IN	mother	3	yes	wild
393	2013	01/07/2017	11.72	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	10:20	RAYAP_IN	mother	3		wild
394	2013	01/07/2017	11.72	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	10:22	RAYAP_IN	mother	3	yes	wild
395	2017	02/07/2017	0.80	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	14:45	RAYAP_IN	mother	3		wild
396	2017	02/07/2017	0.80	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	14:46	RAYAP_IN	mother	3		wild
397	2028	07/07/2017	11.53	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	14:44	RAYAP_IN	mother	3	no	wild
398	2045	15/07/2017	11.15	01/07/2010	Lois	7.0	7	male	Lisa	Lisa	16:21	RAYAP_IN	mother	3		wild
399	2062	22/07/2017	12.83	01/07/2010	Lois	7.1	7	male	Lisa	Lisa	09:52	RAYAP_IN	mother	3	yes	wild
400	2134	27/09/2017	11.47	01/11/2014	Eden	2.9	3	female	Ellie	Ellie	10:06	RAYAP_IN	mother	3		wild
401	2357	11/05/2018	10.58	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:56	RAYAP_IN	mother	3	no	wild
402	2357	11/05/2018	10.58	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:59	RAYAP_IN	mother	3	no	wild
403	2357	11/05/2018	10.58	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	15:34	RAYAP_IN	mother	3	no	wild
404	2359	12/05/2018	11.33	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	11:53	RAYAP_IN	mother	3	no	wild
405	2359	12/05/2018	11.33	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:09	RAYAP_IN	mother	3	no	wild
406	2361	18/05/2018	8.87	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:00	RAYAP_IN	mother	3	yes	wild
407	2361	18/05/2018	8.87	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:09	RAYAP_IN	mother	3	no	wild
