ID	FN	Date	FollowHours	DOB	Beggar	ExactAge	AgeClass	Sex	Mother	Target	Time	Species_Item_Simple	RelationtoB	TargetRelation	ProcessingSteps_Complexity	PopFreq_Rarity	Success
188	755	16/02/2011	10.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	09:01	FISTFISHING	mother	mother	2	1.01909E-05	no
189	1373	20/09/2014	2.73	01/08/2012	Frankie	2.1	2	male	Friska	Friska	16:19	GESBENG	mother	mother	3	3.56682E-05	yes
190	1373	20/09/2014	2.73	01/08/2012	Frankie	2.1	2	male	Friska	Friska	16:33	GESBENG	mother	mother	3	3.56682E-05	no
191	1377	22/09/2014	10.77	01/08/2012	Frankie	2.1	2	male	Friska	Friska	14:39	GESBENG	mother	mother	3	3.56682E-05	
192	1377	22/09/2014	10.77	01/08/2012	Frankie	2.1	2	male	Friska	Friska	15:16	GESBENG	mother	mother	3	3.56682E-05	yes
193	1379	23/09/2014	11.47	01/08/2012	Frankie	2.1	2	male	Friska	Friska	09:32	GESBENG	mother	mother	3	3.56682E-05	no
194	1379	23/09/2014	11.47	01/08/2012	Frankie	2.1	2	male	Friska	Friska	09:34	GESBENG	mother	mother	3	3.56682E-05	yes
195	1379	23/09/2014	11.47	01/08/2012	Frankie	2.1	2	male	Friska	Friska	17:32	GESBENG	mother	mother	3	3.56682E-05	yes
196	1003	09/06/2013	9.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	11:44	GLMB_LV	mother	mother	0	0.003526061	yes
197	991	03/06/2013	5.80	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	14:49	GLMB_LV	mother	mother	0	0.003526061	no
198	1981	12/06/2017	12.73	01/08/2012	Frankie	4.9	5	male	Friska	Friska	12:10	JAIR_FL	mother	mother	0	0.003250906	
199	1001	08/06/2013	10.00	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	12:11	ADDG_VE	mother	mother	1	2.03819E-05	yes
200	1001	08/06/2013	10.00	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	14:47	KELINCI_VE	mother	mother		5.09546E-06	no
201	2020	03/07/2017	12.70	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	07:48	KKCNG_FR	mother	mother	3	0.002456013	
202	2472	04/10/2018	9.93	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	08:26	KKCNG_FR	mother	mother	3	0.002456013	no
203	1256	21/02/2014	8.13	01/07/2010	Lois	3.6	3.5	male	Lisa	Lisa	08:58	KULBT_FR	mother	mother	1	0.00967119	
204	1670	10/11/2016	10.53	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	08:55	MADU_IN	mother	mother	4	2.03819E-05	
205	1766	04/02/2017	10.57	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	15:14	MADU_IN	mother	mother	4	2.03819E-05	no
206	1766	04/02/2017	10.57	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	15:22	MADU_IN	mother	mother	4	2.03819E-05	no
207	2011	30/06/2017	11.33	01/04/2012	Cinnamon	5.2	5	female	Cissy	Cissy	12:06	MADU_KERINGAT_IN	mother	mother	4	4.07637E-05	
208	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	14:25	MADU_KERINGAT_IN	mother	mother	4	4.07637E-05	
209	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	14:30	MADU_KERINGAT_IN	mother	mother	4	4.07637E-05	yes
210	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	14:29	MADU_KERINGAT_IN	mother	mother	4	4.07637E-05	yes
211	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	14:32	MADU_KERINGAT_IN	mother	mother	4	4.07637E-05	yes
212	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	14:34	MADU_KERINGAT_IN	mother	mother	4	4.07637E-05	yes
213	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:48	MDGB_FR	mother	mother	1	0.013574315	yes
214	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:17	MDGB_FR	mother	mother	1	0.013574315	yes
215	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:25	MDGB_FR	mother	mother	1	0.013574315	no
216	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	11:59	MDGB_FR	mother	mother	1	0.013574315	no
217	1221	04/02/2014	11.97	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:01	MDGB_FR	mother	mother	1	0.013574315	no
218	2017	02/07/2017	0.80	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	17:19	MDGB_FR	mother	mother	1	0.013574315	no
219	2029	08/07/2017	12.43	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	17:56	MDGB_FR	mother	mother	1	0.013574315	
220	2104	03/09/2017	11.90	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	15:32	MDGB_FR	mother	mother	1	0.013574315	
221	1215	01/02/2014	11.72	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	08:17	MDGBR_FR	mother	mother	1	0.000259869	
222	1215	01/02/2014	11.72	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	17:26	MDGBR_FR	mother	mother	1	0.000259869	no
223	2029	08/07/2017	12.43	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	17:56	MDGBR_FR	mother	mother	1	0.000259869	
224	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	15:05	MDGH_FR	mother	mother	3	0.002318436	yes
225	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	15:05	MDGH_FR	mother	mother	3	0.002318436	yes
226	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	15:23	MDGH_FR	mother	mother	3	0.002318436	no
227	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	15:27	MDGH_FR	mother	mother	3	0.002318436	no
228	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	12:56	MDGH_FR	mother	mother	3	0.002318436	
229	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	13:00	MDGH_FR	mother	mother	3	0.002318436	no
230	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	13:50	MDGH_FR	mother	mother	3	0.002318436	yes
231	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	13:54	MDGH_FR	mother	mother	3	0.002318436	yes
232	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	13:53	MDGH_FR	mother	mother	3	0.002318436	no
233	2021	04/07/2017	12.47	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	14:09	MDGH_FR	mother	mother	3	0.002318436	
234	2025	06/07/2017	11.90	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	10:37	MDGH_FR	mother	mother	3	0.002318436	
235	1682	15/11/2016	9.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:10	MDGK_FR	mother	mother	4	0.002720978	no
236	1682	15/11/2016	9.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:19	MDGK_FR	mother	mother	4	0.002720978	no
237	1682	15/11/2016	9.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:33	MDGK_FR	mother	mother	4	0.002720978	yes
238	991	03/06/2013	5.80	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	12:34	MLK_FR	mother	mother	2.35	0.246574575	yes
239	1029	19/06/2013	11.25	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:52	MLK_FR	mother	mother	2.35	0.246574575	yes
240	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	17:39	MLK_FR	mother	mother	2.35	0.246574575	
241	1067	19/07/2013	11.23	01/07/2010	Lois	3.1	3	male	Lisa	Lisa	15:54	MLK_FR	mother	mother	2.35	0.246574575	no
242	1981	12/06/2017	12.73	01/08/2012	Frankie	4.9	5	male	Friska	Friska	13:04	MLK_FR	mother	mother	2.35	0.246574575	
243	1981	12/06/2017	12.73	01/08/2012	Frankie	4.9	5	male	Friska	Friska	13:04	MLK_FR	mother	mother	2.35	0.246574575	
244	1981	12/06/2017	12.73	01/08/2012	Frankie	4.9	5	male	Friska	Friska	13:05	MLK_FR	mother	mother	2.35	0.246574575	
245	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	11:45	MLK_FR	mother	mother	2.35	0.246574575	yes
246	742	10/02/2011	10.92	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	11:08	MLK_FR	mother	mother	2.35	0.246574575	
247	993	04/06/2013	10.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	06:29	MLK_FR	mother	mother	2.35	0.246574575	no
248	1018	14/06/2013	11.57	01/08/2012	Frankie	0.9	1	male	Friska	Friska	17:20	MLK_FR	mother	mother	2.35	0.246574575	
249	1029	19/06/2013	11.25	01/08/2012	Frankie	0.9	1	male	Friska	Friska	16:47	MLK_FR	mother	mother	2.35	0.246574575	yes
250	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	09:04	MLK_FR	mother	mother	2.35	0.246574575	no
251	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	10:25	MLK_FR	mother	mother	2.35	0.246574575	yes
252	739	09/02/2011	11.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	08:59	MLK_FR	mother	mother	2.35	0.246574575	yes
253	739	09/02/2011	11.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	09:01	MLK_FR	mother	mother	2.35	0.246574575	yes
254	739	09/02/2011	11.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	09:06	MLK_FR	mother	mother	2.35	0.246574575	
255	747	12/02/2011	11.20	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	11:40	MLK_FR	mother	mother	2.35	0.246574575	no
256	747	12/02/2011	11.20	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	12:03	MLK_FR	mother	mother	2.35	0.246574575	
257	1008	12/06/2013	8.87	01/08/2012	Frankie	0.9	1	male	Friska	Friska	15:44	MLK_FR	mother	mother	2.35	0.246574575	yes
258	1020	15/06/2013	10.47	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:01	MLK_FR	mother	mother	2.35	0.246574575	no
259	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	06:56	MLK_FR	mother	mother	2.35	0.246574575	
260	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	10:38	MLK_FR	mother	mother	2.35	0.246574575	yes
261	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:50	MLK_FR	mother	mother	2.35	0.246574575	no
262	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:11	MLK_FR	mother	mother	2.35	0.246574575	yes
263	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:13	MLK_FR	mother	mother	2.35	0.246574575	yes
264	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:14	MLK_FR	mother	mother	2.35	0.246574575	no
265	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:14	MLK_FR	mother	mother	2.35	0.246574575	
266	1208	28/01/2014	12.55	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:06	MLK_FR	mother	mother	2.35	0.246574575	no
267	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	16:43	MLK_FR	mother	mother	2.35	0.246574575	yes
268	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:54	MLK_FR	mother	mother	2.35	0.246574575	yes
269	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:09	MLK_FR	mother	mother	2.35	0.246574575	no
270	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:11	MLK_FR	mother	mother	2.35	0.246574575	yes
271	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:36	MLK_FR	mother	mother	2.35	0.246574575	yes
272	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	13:16	MLK_FR	mother	mother	2.35	0.246574575	yes
273	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	13:27	MLK_FR	mother	mother	2.35	0.246574575	yes
274	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	18:13	MLK_FR	mother	mother	2.35	0.246574575	
275	1221	04/02/2014	11.97	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:50	MLK_FR	mother	mother	2.35	0.246574575	yes
276	1283	12/03/2014	12.18	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	12:19	MLK_FR	mother	mother	2.35	0.246574575	yes
277	1294	21/03/2014	5.40	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	09:07	MLK_FR	mother	mother	2.35	0.246574575	no
278	1324	10/04/2014	10.80	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	10:02	MLK_FR	mother	mother	2.35	0.246574575	no
279	1348	24/05/2014	10.15	01/04/2013	Rendang	1.1	1	male	Raffi	Raffi	13:26	MLK_FR	mother	mother	2.35	0.246574575	yes
280	1377	22/09/2014	10.77	01/08/2012	Frankie	2.1	2	male	Friska	Friska	08:08	MLK_FR	mother	mother	2.35	0.246574575	yes
281	1432	06/02/2015	11.47	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:52	MLK_FR	mother	mother	2.35	0.246574575	no
282	1492	28/03/2015	12.03	01/11/2014	Eden	0.4	0.5	female	Ellie	Ellie	08:59	MLK_FR	mother	mother	2.35	0.246574575	no
283	1793	11/02/2017	12.63	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	15:15	MLK_FR	mother	mother	2.35	0.246574575	yes
284	1884	05/04/2017	12.07	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	10:55	MLK_FR	mother	mother	2.35	0.246574575	
285	2015	02/07/2017	11.93	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	09:40	MLK_FR	mother	mother	2.35	0.246574575	
286	2101	02/09/2017	7.97	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	12:17	MLK_FR	mother	mother	2.35	0.246574575	no
287	2101	02/09/2017	7.97	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	12:19	MLK_FR	mother	mother	2.35	0.246574575	no
288	2101	02/09/2017	7.97	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	12:17	MLK_FR	mother	mother	2.35	0.246574575	no
289	2101	02/09/2017	7.97	01/11/2014	Eden	2.8	3	female	Ellie	Ellie	12:19	MLK_FR	mother	mother	2.35	0.246574575	no
290	2545	15/12/2018	6.90	01/08/2012	Frankie	6.4	6.5	male	Friska	Friska	11:37	MLK_FR	mother	mother	2.35	0.246574575	yes
291	2545	15/12/2018	6.90	01/08/2012	Frankie	6.4	6.5	male	Friska	Friska	16:02	MLK_FR	mother	mother	2.35	0.246574575	yes
292	1003	09/06/2013	9.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	08:35	MLK_FR	mother	mother	2.35	0.246574575	yes
293	1081	24/08/2013	11.50	01/08/2012	Frankie	1.1	1	male	Friska	Friska	08:44	MLK_FR	mother	mother	2.35	0.246574575	no
294	1081	24/08/2013	11.50	01/08/2012	Frankie	1.1	1	male	Friska	Friska	08:47	MLK_FR	mother	mother	2.35	0.246574575	no
295	1434	07/02/2015	10.82	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	12:30	MLK_FR	mother	mother	2.35	0.246574575	
296	2291	11/03/2018	11.42	01/08/2012	Frankie	5.6	5.5	male	Friska	Friska	17:03	MLK_FR	mother	mother	2.35	0.246574575	no
297	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:13	MNGH_FR	mother	mother	3	0.027907854	
298	1022	16/06/2013	5.67	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:30	MNGH_FR	mother	mother	3	0.027907854	yes
299	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:45	MNGH_FR	mother	mother	3	0.027907854	
300	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:50	MNGH_FR	mother	mother	3	0.027907854	no
301	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:04	MNGH_FR	mother	mother	3	0.027907854	yes
302	1144	26/10/2013	11.33	01/07/2010	Lois	3.3	3.5	male	Lisa	Lisa	10:32	MNGH_FR	mother	mother	3	0.027907854	no
303	1424	02/02/2015	7.92	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	11:18	MNGH_FR	mother	mother	3	0.027907854	no
304	1426	03/02/2015	11.75	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:12	MNGH_FR	mother	mother	3	0.027907854	no
305	1428	04/02/2015	12.02	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	09:29	MNGH_FR	mother	mother	3	0.027907854	no
306	1428	04/02/2015	12.02	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	09:49	MNGH_FR	mother	mother	3	0.027907854	no
307	1430	05/02/2015	10.87	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	12:26	MNGH_FR	mother	mother	3	0.027907854	no
308	1432	06/02/2015	11.47	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:11	MNGH_FR	mother	mother	3	0.027907854	
309	1434	07/02/2015	10.82	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	07:30	MNGH_FR	mother	mother	3	0.027907854	no
310	1436	08/02/2015	10.70	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	15:28	MNGH_FR	mother	mother	3	0.027907854	no
311	1438	09/02/2015	11.33	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	14:44	MNGH_FR	mother	mother	3	0.027907854	no
312	1731	26/01/2017	7.00	01/04/2012	Cinnamon	4.8	5	female	Cissy	Cissy	16:48	MNGH_FR	mother	mother	3	0.027907854	yes
313	1742	29/01/2017	11.47	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	15:26	MNGH_FR	mother	mother	3	0.027907854	
314	999	07/06/2013	10.77	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	16:46	PKSKW_VE	mother	mother	4	1.01909E-05	yes
315	999	07/06/2013	10.77	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	16:54	PKSKW_VE	mother	mother	4	1.01909E-05	yes
316	1382	13/10/2014	11.40	01/10/2012	Dalia	2.0	2	female	Dodi	Dodi	10:19	PRD_FR	mother	mother	3	0.005951501	
317	1382	13/10/2014	11.40	01/10/2012	Dalia	2.0	2	female	Dodi	Dodi	10:26	PRD_FR	mother	mother	3	0.005951501	no
318	1382	13/10/2014	11.40	01/10/2012	Dalia	2.0	2	female	Dodi	Dodi	15:44	PRD_FR	mother	mother	3	0.005951501	yes
319	2478	07/07/2018	10.07	01/04/2012	Cinnamon	6.3	6.5	female	Cissy	Cissy	09:37	PRD_FR	mother	mother	3	0.005951501	
320	688	17/01/2011	11.80	01/01/2005	Fredy	6.0	6	male	Friska	Friska	06:54	PWN_FR	mother	mother	2	0.046562346	no
321	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:33	PWN_FR	mother	mother	2	0.046562346	no
322	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:38	PWN_FR	mother	mother	2	0.046562346	yes
323	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:56	PWN_FR	mother	mother	2	0.046562346	yes
324	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:58	PWN_FR	mother	mother	2	0.046562346	no
325	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	13:19	PWN_FR	mother	mother	2	0.046562346	yes
326	1029	19/06/2013	11.25	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:19	PWN_FR	mother	mother	2	0.046562346	yes
327	1029	19/06/2013	11.25	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:20	PWN_FR	mother	mother	2	0.046562346	yes
328	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:12	PWN_FR	mother	mother	2	0.046562346	no
329	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:55	PWN_FR	mother	mother	2	0.046562346	yes
330	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	08:00	PWN_FR	mother	mother	2	0.046562346	no
331	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:07	PWN_FR	mother	mother	2	0.046562346	no
332	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:09	PWN_FR	mother	mother	2	0.046562346	yes
333	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	07:22	PWN_FR	mother	mother	2	0.046562346	yes
334	1242	29/01/2014	12.13	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:18	PWN_FR	mother	mother	2	0.046562346	no
335	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:52	PWN_FR	mother	mother	2	0.046562346	no
336	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	08:05	PWN_FR	mother	mother	2	0.046562346	no
337	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	18:01	PWN_FR	mother	mother	2	0.046562346	no
338	991	03/06/2013	5.80	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	12:00	RAYAP_IN	mother	mother	3	0.086011424	
339	995	05/06/2013	12.22	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	07:35	RAYAP_IN	mother	mother	3	0.086011424	yes
340	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:21	RAYAP_IN	mother	mother	3	0.086011424	
341	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	15:09	RAYAP_IN	mother	mother	3	0.086011424	no
342	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	15:59	RAYAP_IN	mother	mother	3	0.086011424	yes
343	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	16:07	RAYAP_IN	mother	mother	3	0.086011424	no
344	1044	30/06/2013	3.92	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	14:39	RAYAP_IN	mother	mother	3	0.086011424	yes
345	1044	30/06/2013	3.92	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	16:02	RAYAP_IN	mother	mother	3	0.086011424	no
346	1063	17/07/2013	11.40	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	16:10	RAYAP_IN	mother	mother	3	0.086011424	yes
347	1063	17/07/2013	11.40	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	16:20	RAYAP_IN	mother	mother	3	0.086011424	yes
348	1063	17/07/2013	11.40	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	16:22	RAYAP_IN	mother	mother	3	0.086011424	yes
349	1076	21/08/2013	11.03	01/08/2012	Frankie	1.1	1	male	Friska	Friska	13:18	RAYAP_IN	mother	mother	3	0.086011424	yes
350	1076	21/08/2013	11.03	01/08/2012	Frankie	1.1	1	male	Friska	Friska	13:20	RAYAP_IN	mother	mother	3	0.086011424	no
351	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	06:39	RAYAP_IN	mother	mother	3	0.086011424	
352	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	06:43	RAYAP_IN	mother	mother	3	0.086011424	no
353	1130	12/10/2013	10.93	01/12/2005	Diddy	7.9	8	male	Dodi	Dodi	13:21	RAYAP_IN	mother	mother	3	0.086011424	no
354	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:32	RAYAP_IN	mother	mother	3	0.086011424	no
355	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	11:27	RAYAP_IN	mother	mother	3	0.086011424	
356	1277	09/03/2014	11.85	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	11:44	RAYAP_IN	mother	mother	3	0.086011424	
357	1290	16/03/2014	11.00	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	15:42	RAYAP_IN	mother	mother	3	0.086011424	
358	1369	02/09/2014	12.20	01/04/2012	Cinnamon	2.4	2.5	female	Cissy	Cissy	17:10	RAYAP_IN	mother	mother	3	0.086011424	yes
359	1438	09/02/2015	11.33	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	12:05	RAYAP_IN	mother	mother	3	0.086011424	no
360	1438	09/02/2015	11.33	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	12:06	RAYAP_IN	mother	mother	3	0.086011424	yes
361	1470	07/03/2015	12.55	01/04/2012	Cinnamon	2.9	3	female	Cissy	Cissy	09:21	RAYAP_IN	mother	mother	3	0.086011424	yes
362	1636	13/10/2016	5.97	01/11/2014	Eden	2.0	2	female	Ellie	Ellie	12:35	RAYAP_IN	mother	mother	3	0.086011424	yes
363	1646	27/10/2016	5.90	01/11/2014	Eden	2.0	2	female	Ellie	Ellie	12:35	RAYAP_IN	mother	mother	3	0.086011424	no
364	1646	27/10/2016	5.90	01/11/2014	Eden	2.0	2	female	Ellie	Ellie	12:35	RAYAP_IN	mother	mother	3	0.086011424	yes
365	1673	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	08:53	RAYAP_IN	mother	mother	3	0.086011424	yes
366	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	08:50	RAYAP_IN	mother	mother	3	0.086011424	
367	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	10:48	RAYAP_IN	mother	mother	3	0.086011424	
368	1688	24/11/2016	11.43	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	16:09	RAYAP_IN	mother	mother	3	0.086011424	no
369	1688	24/11/2016	11.43	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	16:10	RAYAP_IN	mother	mother	3	0.086011424	no
370	1688	24/11/2016	11.43	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	16:20	RAYAP_IN	mother	mother	3	0.086011424	yes
371	1688	24/11/2016	11.43	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	16:22	RAYAP_IN	mother	mother	3	0.086011424	yes
372	1734	27/01/2017	7.27	01/04/2012	Cinnamon	4.8	5	female	Cissy	Cissy	08:30	RAYAP_IN	mother	mother	3	0.086011424	no
373	1738	28/01/2017	11.80	01/11/2014	Eden	2.2	2	female	Ellie	Ellie	08:00	RAYAP_IN	mother	mother	3	0.086011424	no
